date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag
30-09-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,77,25,25,30,0,1,39.1,2.36,1
01-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,80,20,16,26,18,0.96,45,1.9,1
02-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,73,21,23,26,3,0.78,22.6,1,1
03-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,83,23,17,36,7,0.86,33.1,1.65,1
04-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,97,36,27,40,0,1,22.2,2.8,1
05-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,70,26,19,24,1,1,39,0.91,1
06-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,89,26,29,28,6,0.93,27.6,1.33,1
07-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,97,25,26,35,11,0.91,40.5,1.74,1
08-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,82,30,17,32,3,0.84,41.3,0.7,1
09-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,1,2,4,49,0.62,38.7,2.09,0
10-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,85,29,22,29,5,0.77,27.2,1.97,1
11-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,8,6,35,0.94,32.8,2.08,1
12-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,2,3,10,37,0.67,37.2,2.1,0
13-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,57,4,3,8,42,0.65,32.7,1.15,0
14-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,5,7,12,37,0.74,35,1.13,1
15-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,59,3,5,10,41,0.68,18.3,0.93,0
16-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,3,3,4,46,0.72,41.8,0.71,0
17-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,3,2,6,40,0.87,38.7,1.98,0
18-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,46,4,2,7,33,0.81,26.3,2.29,0
19-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,44,1,0,6,37,0.88,50.8,1.84,0
20-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,5,3,6,47,0.88,32.6,2.45,0
21-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,48,2,3,7,36,0.88,46.2,2.47,0
22-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,47,1,1,5,40,0.78,55.9,2.08,0
23-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,57,1,1,6,49,0.89,36.1,2.47,0
24-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,2,3,3,53,0.92,24.1,1.35,0
25-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,2,3,9,40,0.94,37.4,2.28,0
26-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,3,6,5,40,0.69,44.2,1.41,0
27-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,3,1,9,41,0.94,39.3,1.34,0
28-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,40,1,3,6,30,0.94,35,1.43,0
29-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,72,5,8,13,46,0.95,58.8,2.11,1
30-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,49,4,2,4,39,0.97,35.3,1.52,0
31-10-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,48,3,1,6,38,0.96,29.7,1.43,0
01-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,43,1,0,9,33,0.81,31.2,1.57,0
02-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,4,3,7,47,0.73,36.6,2.68,0
03-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,49,1,1,7,40,0.83,50.2,2.69,0
04-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,1,8,7,45,0.81,40.8,2.59,1
05-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,50,3,2,5,40,0.79,44.6,1.11,0
06-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,48,3,4,6,35,0.65,27.8,0.66,0
07-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,1,1,8,41,0.86,33.7,1.49,0
08-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,2,3,4,43,0.95,30.3,1.03,0
09-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,2,8,39,0.74,21.7,1.87,0
10-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,43,2,0,6,35,0.79,44.5,2.17,0
11-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,48,2,3,6,37,0.97,46.5,1.99,0
12-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,77,7,5,18,47,0.82,33.8,2.71,1
13-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,3,5,5,48,0.63,36.3,0.8,0
14-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,47,2,1,8,36,0.96,23.5,2.71,0
15-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,2,2,6,41,0.97,48.3,2.73,0
16-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,3,4,8,36,0.61,54,1.4,0
17-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,1,0,7,46,0.72,43.2,1.15,0
18-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,68,7,5,8,48,0.82,42.8,1.31,1
19-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,48,0,0,5,43,0.73,30.1,2.37,0
20-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,55,3,5,5,42,0.96,27.7,1.25,0
21-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,46,2,1,7,36,0.79,40.7,1.49,0
22-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,41,2,0,3,36,0.97,35.1,2.06,0
23-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,60,4,3,8,45,0.71,43.4,2.04,0
24-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,2,5,7,47,0.78,35.6,2.21,0
25-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,3,3,9,41,0.94,22.9,1.31,0
26-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,1,9,39,0.71,40.7,1.07,0
27-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,3,3,12,43,0.92,39.4,1.18,1
28-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,42,3,1,3,35,0.61,47.7,1.46,0
29-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,4,1,10,41,0.99,39.1,1.77,0
30-11-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,5,3,13,40,0.84,37.3,2.58,1
01-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,59,5,5,13,36,0.83,20.6,2.22,1
02-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,3,0,8,43,0.93,50.2,1.14,0
03-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,43,2,1,6,34,0.82,33.8,0.66,0
04-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,71,4,7,15,45,0.98,50.4,2.18,1
05-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,68,5,1,9,53,0.76,40.4,1.31,0
06-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,42,1,1,5,35,0.84,43,1.59,0
07-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,67,4,8,6,49,0.68,49.7,1.59,1
08-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,60,7,5,7,41,0.88,36.9,2.18,1
09-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,50,3,3,10,34,0.72,29.2,1.22,0
10-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,64,2,0,7,55,0.79,43.6,1.47,0
11-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,70,3,8,7,52,0.87,40,1.09,1
12-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,64,2,1,10,51,0.68,46.3,1.28,0
13-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,43,3,2,6,32,0.87,47.4,1.93,0
14-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,57,4,1,12,40,0.67,44.7,1.46,1
15-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,50,4,2,7,37,0.94,42.4,2.73,0
16-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,58,5,3,6,44,0.69,37.7,1.15,0
17-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,2,3,10,41,0.64,18.6,1.72,0
18-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,59,5,5,6,43,0.81,22.9,2.13,0
19-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,3,2,9,42,0.85,31,0.74,0
20-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,97,28,31,36,2,0.98,24.2,2.69,1
21-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,64,21,14,21,8,1,38.5,0.98,1
22-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,74,28,15,29,2,1,31.1,1.96,1
23-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,79,24,24,30,1,0.83,55.6,2.26,1
24-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,80,23,26,28,3,1,59.5,1.01,1
25-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,93,34,24,34,1,0.96,55.6,2.3,1
26-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,87,34,21,36,0,1,30.3,2.1,1
27-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,82,25,18,27,12,1,44,1.06,1
28-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,58,1,1,5,51,0.72,30.9,2,0
29-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,66,3,3,9,51,0.65,29.4,1.72,0
30-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,79,22,25,27,5,1,57.9,1.42,1
31-12-2025,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,45,1,1,5,38,0.94,55.7,1.82,0
01-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,4,2,7,39,0.64,49.4,2.37,0
02-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,45,3,1,5,36,0.94,40.7,2.64,0
03-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,1,1,6,43,0.9,48.4,2.51,0
04-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,59,5,6,9,39,1,40.9,2.4,0
05-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,53,1,2,5,45,0.6,51.6,2.73,0
06-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,43,3,2,7,31,0.64,38.4,2.66,0
07-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,2,4,3,42,0.8,41,1.89,0
08-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,49,1,1,9,38,0.77,45.2,1.09,0
09-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,5,1,10,45,0.85,33,1.98,0
10-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,3,3,43,0.7,33.5,1.21,0
11-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,59,3,6,9,41,0.75,34.9,1.02,0
12-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,57,4,3,10,40,0.64,55.8,2.36,0
13-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,83,23,24,31,5,0.82,42.8,2.08,1
14-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,80,27,18,24,11,0.94,23,1.59,1
15-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,98,33,24,36,5,1,31.9,0.78,1
16-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,103,35,23,32,13,0.76,30.6,2.69,1
17-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,95,33,27,36,0,0.99,30.3,1.63,1
18-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,84,31,23,31,0,0.77,27.1,2.25,1
19-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,74,20,15,28,11,0.78,31.6,0.61,1
20-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,80,25,24,28,3,0.97,22.3,1.63,1
21-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,98,37,28,34,0,1,45.6,2.44,1
22-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,61,1,1,7,52,0.59,41.5,2.24,0
23-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,45,2,4,4,35,0.61,44.3,1.73,0
24-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,49,3,2,9,35,0.9,39.1,2.69,0
25-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,65,6,1,9,49,0.84,19.3,2.45,1
26-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,65,5,9,11,40,0.91,20.2,0.71,1
27-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,2,4,6,39,0.98,33.1,1.65,0
28-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,2,9,38,0.66,25.7,1.55,0
29-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,58,2,1,6,49,0.85,36.9,1.16,0
30-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,5,3,10,38,0.92,33.9,1.12,0
31-01-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,1,1,6,46,0.92,61.7,2.28,0
01-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,47,3,2,7,35,0.83,52.2,1.97,0
02-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,53,2,0,4,47,0.65,32.3,2.06,0
03-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,57,2,2,12,41,0.61,49,2.64,1
04-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,3,3,7,41,0.99,30.4,2.04,0
05-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,52,3,2,4,43,0.9,59.3,1,0
06-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,45,2,2,8,33,0.98,27.6,1.18,0
07-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,73,4,7,8,54,0.68,32.2,2.62,1
08-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,2,1,6,47,0.79,33.7,2.71,0
09-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,2,2,12,40,0.86,20.2,1.19,1
10-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,1,4,4,45,0.69,38.4,1.77,0
11-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,54,2,2,4,46,0.66,45,0.83,0
12-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,46,2,1,6,37,0.93,54.2,1.12,0
13-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,56,2,3,3,48,0.64,27.7,2.5,0
14-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,55,3,2,8,42,0.81,52,2.72,0
15-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,55,2,1,7,45,0.75,33.8,2.14,0
16-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,46,2,3,4,37,0.95,27.4,0.79,0
17-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,65,4,2,12,47,0.91,27.8,0.73,1
18-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,51,2,4,5,40,0.6,40.7,2.14,0
19-02-2026,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,53,2,4,7,40,0.73,50.1,0.6,0
24-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,36,2,2,4,28,0.85,26.6,1.76,0
25-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,47,3,8,1,35,0.63,48.4,2.44,1
26-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,36,2,0,4,30,0.82,42.2,2.05,0
27-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,37,3,4,1,29,0.85,22.4,2.41,0
28-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,39,3,6,0,30,0.69,36,1.49,0
29-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,46,3,5,1,37,0.66,39.9,0.95,0
30-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,52,6,9,5,32,1,48.3,0.84,1
31-08-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,39,4,5,2,28,0.65,38.2,0.76,0
01-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,30,4,3,3,20,0.7,51,2.39,0
02-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,39,2,4,2,31,0.65,46.9,1,0
03-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,41,3,5,2,31,0.64,39.9,0.98,0
04-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,43,1,4,3,35,0.87,38.4,2.19,0
05-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,46,5,11,2,28,0.88,43.7,0.81,1
06-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,34,3,2,2,27,0.87,43.3,2.78,0
07-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,37,3,2,2,30,0.91,37.8,1.55,0
08-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,36,4,3,3,26,0.96,54.7,1.64,0
09-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,37,5,7,2,23,0.91,48.2,1.97,1
10-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,38,4,2,4,28,0.7,24.3,1.94,0
11-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,40,3,3,3,31,0.87,30,0.65,0
12-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,46,1,5,1,39,0.78,45.3,2.12,0
13-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,35,3,5,5,22,0.75,17.5,2.42,0
14-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,32,2,1,1,28,0.66,46.5,2.17,0
15-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,38,4,5,5,24,0.88,27.3,1.82,0
16-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,30,3,4,1,22,0.77,47.7,1.25,0
17-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,43,3,5,2,33,0.78,32.5,1.8,0
18-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,38,2,3,3,30,0.95,43.6,2.29,0
19-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,27,2,2,1,22,0.66,40.6,1.84,0
20-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,48,5,11,4,28,0.87,36.2,1.49,1
21-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,29,2,4,1,22,0.63,30.5,1.06,0
22-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,28,1,2,1,24,0.69,36.6,2.57,0
23-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,40,3,4,2,31,0.65,29.9,0.68,0
24-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,54,3,6,3,42,0.66,39.8,0.85,0
25-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,41,4,2,3,32,0.76,51.6,0.98,0
26-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,32,1,3,1,27,0.67,32,1.19,0
27-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,48,10,4,4,30,0.64,43.6,0.75,1
28-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,44,6,4,4,30,0.87,28.1,1.29,1
29-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,34,2,5,3,24,0.85,36.1,2.55,0
30-09-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,61,23,16,19,3,1,32.5,1.86,1
01-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,60,16,15,19,10,1,43.4,1.45,1
02-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,68,25,18,28,0,1,45.9,0.62,1
03-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,57,22,15,20,0,0.94,29.4,1.07,1
04-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,63,18,16,20,9,0.96,45.9,2.31,1
05-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,48,15,12,16,5,0.76,23.4,1.36,1
06-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,54,16,16,22,0,1,50.7,1.68,1
07-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,59,20,17,22,0,0.77,32,1.82,1
08-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,63,20,12,26,5,1,21.4,2.72,1
09-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,60,17,18,22,3,0.82,38.3,2.25,1
10-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,55,15,12,23,5,0.97,29.4,1.66,1
11-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,54,17,16,17,4,0.96,43.7,1.08,1
12-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,33,1,1,1,30,0.59,25.4,0.64,0
13-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,37,2,5,1,29,0.7,31.6,2.17,0
14-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,38,2,1,1,34,0.63,18.4,1.11,0
15-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,35,1,0,3,31,0.95,25.5,0.98,0
16-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,36,2,3,1,30,0.83,48.8,0.86,0
17-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,30,1,2,2,25,0.61,45.3,0.69,0
18-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,34,4,3,2,25,0.95,32.5,2.12,0
19-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,36,1,2,0,33,0.64,54.9,2.26,0
20-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,31,1,4,0,26,0.97,36.8,2.11,0
21-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,40,2,3,5,30,0.76,32.2,1.82,0
22-10-2025,PVT_CARE_HYD,CARE Hospitals,private,Hyderabad,Telangana,37,2,2,0,33,0.97,47.1,1.77,0
