date,hospital_id,hospital_name,hospital_type,city,state,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,conductivity_uS_cm,contamination_event_flag,water_risk_score
2026-01-18,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.99,1.21,104,255,0.46,26.87,6.31,568,0,0.124
2026-01-19,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.94,1.55,178,261,0.29,25.62,5.43,541,0,0.191
2026-01-20,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.95,0.09,39,321,0.21,25.59,6.29,652,0,0.097
2026-01-21,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,0.54,31,324,0.39,24.38,6.68,553,0,0.06
2026-01-22,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.07,0.38,152,255,0.32,24.17,6.3,612,0,0.116
2026-01-23,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.94,1.08,28,366,0.31,26.39,6.26,601,0,0.115
2026-01-24,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.93,1.39,109,306,0.34,25.19,5.61,574,0,0.155
2026-01-25,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.02,0.31,116,302,0.37,24.89,6.38,601,0,0.105
2026-01-26,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.08,0.92,211,247,0.32,25.46,5.19,681,0,0.154
2026-01-27,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,1.47,205,304,0.17,25.22,6.27,508,0,0.179
2026-01-28,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.86,1.12,7,361,0.37,26.78,6.16,637,0,0.117
2026-01-29,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.08,1.5,78,320,0.4,24.82,5.89,564,0,0.11
2026-01-30,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,1.65,56,230,0.55,25.9,5.9,668,0,0.092
2026-01-31,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.18,1.14,61,313,0.43,22.79,6.27,605,0,0.07
2026-02-01,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,0.83,211,282,0.35,25.43,6.03,487,0,0.144
2026-02-02,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,0.96,71,285,0.09,26.6,6.68,491,0,0.118
2026-02-03,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.99,1.81,0,306,0.31,25.56,6.17,565,0,0.115
2026-02-04,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.12,0.46,55,257,0.26,22.94,6.36,572,0,0.076
2026-02-05,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.11,1.16,172,304,0.27,25.78,6.27,738,0,0.145
2026-02-06,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.07,1.07,96,291,0.35,24.46,6.24,628,0,0.111
2026-02-07,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.02,1.39,169,259,0.27,25.61,5.79,511,0,0.168
2026-02-08,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.28,0.12,32,262,0.37,25.12,7.27,531,0,0.045
2026-02-09,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.1,1.59,45,314,0.2,27.31,6.74,537,0,0.116
2026-02-10,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.17,1.72,11,268,0.45,25.11,6.4,589,0,0.067
2026-02-11,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.18,1.16,114,216,0.4,25.97,5.39,502,0,0.094
2026-02-12,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.13,0.94,72,261,0.37,25.9,5.79,574,0,0.084
2026-02-13,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.96,1.73,120,266,0.25,23.38,7.23,572,0,0.173
2026-02-14,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.02,0.65,48,286,0.35,25.04,5.38,647,0,0.09
2026-02-15,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.0,0.34,41,253,0.37,26.19,5.7,455,0,0.08
2026-02-16,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,6.95,0.49,6,268,0.3,25.0,5.27,625,0,0.087
2026-02-17,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.27,1.8,52,313,0.39,24.97,6.24,632,0,0.1
2026-02-18,PVT_ASTER_KOC,Aster Medcity,private,Kochi,Kerala,7.18,0.23,172,348,0.42,27.02,4.59,626,0,0.088
2025-08-23,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,4.69,83,222,0.5,22.32,7.36,362,0,0.178
2025-08-24,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.33,3.17,162,193,0.62,25.36,6.29,360,0,0.186
2025-08-25,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,2.48,72,221,0.49,23.04,6.14,537,0,0.122
2025-08-26,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.33,2.53,50,279,0.59,22.08,7.04,436,0,0.122
2025-08-27,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.01,3.66,49,251,0.4,22.89,6.24,380,0,0.177
2025-08-28,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.18,3.95,109,311,0.58,25.59,6.33,347,0,0.166
2025-08-29,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.34,4.07,165,218,0.56,23.65,6.34,392,0,0.216
2025-08-30,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.3,4.9,17,261,0.54,24.84,7.21,544,0,0.174
2025-08-31,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.18,13.67415495673075,836,211,0.15062325367740564,24.49,5.46502600965382,346,1,0.784
2025-09-01,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,3.53,49,183,0.33,23.38,6.77,464,0,0.152
2025-09-02,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.08,2.67,3,249,0.59,24.81,6.4,443,0,0.105
2025-09-03,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.14,4.16,58,298,0.55,22.88,6.16,394,0,0.16
2025-09-04,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.05,3.85,47,265,0.56,24.01,5.64,332,0,0.164
2025-09-05,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.17,4.77,150,240,0.7,25.91,7.36,467,0,0.209
2025-09-06,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,4.49,176,212,0.49,24.05,6.54,437,0,0.224
2025-09-07,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,6.99,4.62,75,243,0.58,22.52,6.48,438,0,0.211
2025-09-08,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.14,1.98,88,247,0.49,23.86,6.22,326,0,0.108
2025-09-09,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.26,3.91,153,223,0.35,20.49,6.38,427,0,0.205
2025-09-10,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.21,3.49,147,183,0.54,23.58,6.4,310,0,0.165
2025-09-11,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.12,4.13,105,243,0.62,23.13,7.39,433,0,0.182
2025-09-12,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,5.07,16,238,0.41,25.1,6.82,494,0,0.177
2025-09-13,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.26,25.049903078868496,1220,284,0.29173329088276956,23.88,5.618723005699993,581,1,1.0
2025-09-14,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.34,5.05,6,255,0.5,25.71,6.53,511,0,0.182
2025-09-15,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.08,5.56,48,279,0.44,24.68,6.04,490,0,0.216
2025-09-16,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.34,3.46,145,282,0.43,22.54,5.98,333,0,0.197
2025-09-17,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.11,5.06,142,190,0.47,22.38,7.14,386,0,0.23
2025-09-18,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.05,4.27,149,216,0.49,22.71,7.36,387,0,0.219
2025-09-19,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,4.03,39,273,0.61,25.47,6.39,439,0,0.146
2025-09-20,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.42,5.69,50,270,0.54,25.08,7.36,345,0,0.235
2025-09-21,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.16,5.04,87,171,0.37,24.74,7.12,323,0,0.207
2025-09-22,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.37,3.88,70,230,0.41,23.08,5.5,412,0,0.187
2025-09-23,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.31,2.67,69,221,0.56,20.87,7.05,290,0,0.13
2025-09-24,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.21,3.34,18,196,0.64,22.21,5.89,543,0,0.109
2025-09-25,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,2.77,50,241,0.37,22.89,6.6,506,0,0.132
2025-09-26,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,3.97,42,287,0.58,24.91,6.69,306,0,0.14
2025-09-27,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.37,4.15,25,265,0.53,22.49,6.43,284,0,0.168
2025-09-28,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,5.48,175,254,0.56,24.94,6.17,340,0,0.244
2025-09-29,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.17,5.34,163,207,0.47,22.61,6.59,517,0,0.234
2025-09-30,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.1,3.93,66,237,0.38,23.05,6.24,462,0,0.176
2025-10-01,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,1.64,10,232,0.66,24.26,5.97,363,0,0.071
2025-10-02,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.19,2.98,88,256,0.49,23.7,6.54,293,0,0.128
2025-10-03,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.23,2.32,103,334,0.53,23.9,6.4,469,0,0.117
2025-10-04,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.1,2.51,40,274,0.44,25.31,6.56,472,0,0.117
2025-10-05,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,3.47,39,281,0.36,23.94,6.29,319,0,0.152
2025-10-06,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.13,2.28,27,231,0.51,22.8,6.33,397,0,0.093
2025-10-07,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.26,3.32,121,257,0.54,24.29,6.43,481,0,0.16
2025-10-08,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.13,1.29,48,298,0.48,24.24,6.45,457,0,0.074
2025-10-09,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,2.68,100,233,0.54,23.65,6.55,360,0,0.13
2025-10-10,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.21,18.448749253067685,1473,190,0.2989794652723334,21.61,4.4546735369886195,359,1,1.0
2025-10-11,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.31,2.64,83,297,0.57,24.53,6.23,474,0,0.134
2025-10-12,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.09,1.17,95,217,0.45,23.32,6.38,372,0,0.1
2025-10-13,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,6.99,2.86,21,225,0.62,23.57,6.65,473,0,0.136
2025-10-14,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.06,2.71,116,246,0.4,23.25,6.73,270,0,0.166
2025-10-15,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.08,4.11,88,301,0.58,24.39,6.43,444,0,0.183
2025-10-16,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.41,3.3,59,243,0.55,23.19,6.92,369,0,0.165
2025-10-17,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.2,2.0,5,225,0.64,22.72,6.85,351,0,0.062
2025-10-18,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,2.93,121,200,0.43,22.19,6.67,435,0,0.153
2025-10-19,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.11,2.81,6,246,0.46,24.51,7.6,472,0,0.109
2025-10-20,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.41,1.74,15,269,0.63,24.73,6.0,387,0,0.1
2025-10-21,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,2.61,26,239,0.51,22.47,7.21,387,0,0.105
2025-10-22,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.23,3.45,33,283,0.43,24.44,7.12,360,0,0.13
2025-10-23,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,2.61,63,266,0.44,23.8,7.57,491,0,0.113
2025-10-24,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.33,2.59,236,285,0.51,24.17,6.34,445,0,0.198
2025-10-25,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.31,3.22,28,198,0.53,24.8,6.03,411,0,0.13
2025-10-26,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.4,1.88,19,301,0.52,23.2,6.61,475,0,0.104
2025-10-27,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,3.14,66,260,0.56,23.5,6.05,451,0,0.125
2025-10-28,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,2.41,92,294,0.5,23.89,5.91,402,0,0.113
2025-10-29,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.27,2.71,12,275,0.51,27.25,6.74,225,0,0.1
2025-10-30,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.11,3.1,12,229,0.41,23.26,6.73,445,0,0.125
2025-10-31,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.12,3.29,62,264,0.54,22.67,5.99,444,0,0.14
2025-11-01,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.17,2.59,106,266,0.43,23.81,6.06,479,0,0.133
2025-11-02,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.42,2.13,42,281,0.51,24.61,6.65,344,0,0.125
2025-11-03,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,3.51,73,306,0.37,24.37,6.23,356,0,0.157
2025-11-04,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.4,2.55,13,261,0.34,25.64,7.76,482,0,0.138
2025-11-05,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,2.57,51,291,0.58,24.47,6.82,439,0,0.115
2025-11-06,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.18,4.48,19,234,0.6,23.84,6.61,517,0,0.146
2025-11-07,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.32,3.23,82,263,0.43,23.29,6.72,415,0,0.161
2025-11-08,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.32,3.26,121,202,0.7,23.85,7.35,242,0,0.17
2025-11-09,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.21,1.7,32,251,0.48,25.59,7.68,350,0,0.068
2025-11-10,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.18,2.0,148,255,0.51,24.29,6.43,358,0,0.123
2025-11-11,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,2.54,76,192,0.52,22.98,6.71,481,0,0.117
2025-11-12,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.17,3.56,111,303,0.61,22.73,6.09,313,0,0.157
2025-11-13,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.35,2.49,8,210,0.65,22.62,6.63,433,0,0.108
2025-11-14,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.19,2.3,11,269,0.48,25.99,6.15,470,0,0.077
2025-11-15,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.03,2.18,28,210,0.53,23.74,5.25,557,0,0.111
2025-11-16,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.26,2.73,162,284,0.48,21.34,6.96,350,0,0.161
2025-11-17,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.39,2.18,4,202,0.41,23.74,6.5,384,0,0.114
2025-11-18,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.49,3.15,45,153,0.57,27.77,6.51,361,0,0.171
2025-11-19,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.26,1.72,86,302,0.45,23.05,6.57,383,0,0.103
2025-11-20,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.06,2.45,7,297,0.6,25.7,7.1,432,0,0.104
2025-11-21,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.13,3.65,76,205,0.43,22.24,5.39,445,0,0.161
2025-11-22,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.09,2.2,48,243,0.45,25.86,5.7,314,0,0.112
2025-11-23,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.29,2.29,14,211,0.54,24.17,6.69,377,0,0.092
2025-11-24,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,2.61,131,304,0.6,24.54,7.21,335,0,0.141
2025-11-25,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,3.09,34,261,0.59,24.95,5.96,418,0,0.116
2025-11-26,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.13,2.18,109,254,0.37,24.39,7.43,455,0,0.136
2025-11-27,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.25,3.8,74,219,0.52,26.43,5.96,321,0,0.154
2025-11-28,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.31,2.57,2,205,0.35,21.99,7.59,417,0,0.115
2025-11-29,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.0,3.55,156,292,0.47,23.53,6.7,516,0,0.212
2025-11-30,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.17,2.2,107,291,0.5,24.75,6.69,400,0,0.115
2025-12-01,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.14,1.92,10,215,0.53,25.46,6.74,353,0,0.074
2025-12-02,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.34,2.93,89,231,0.6,25.35,6.51,468,0,0.151
2025-12-03,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.37,2.4,37,252,0.42,24.45,7.23,408,0,0.129
2025-12-04,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,3.7,8,262,0.46,23.1,6.82,435,0,0.134
2025-12-05,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.31,2.78,86,307,0.59,24.32,6.92,397,0,0.14
2025-12-06,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,3.07,52,277,0.61,23.75,5.41,560,0,0.117
2025-12-07,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.16,2.86,110,298,0.65,23.41,7.33,431,0,0.138
2025-12-08,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.57,3.49,28,221,0.3,24.76,7.22,470,0,0.21
2025-12-09,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,6.96,1.84,88,312,0.5,25.3,6.0,432,0,0.138
2025-12-10,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.21,3.56,3,308,0.48,22.49,6.0,374,0,0.112
2025-12-11,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,2.3,28,280,0.25,23.32,5.82,357,0,0.121
2025-12-12,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.27,2.58,18,291,0.51,26.23,7.05,350,0,0.099
2025-12-13,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.47,2.92,213,240,0.53,24.44,6.52,507,0,0.227
2025-12-14,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.47,1.12,118,218,0.3,24.55,6.93,465,0,0.155
2025-12-15,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,3.34,9,258,0.56,25.64,6.64,403,0,0.12
2025-12-16,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.23,1.89,114,198,0.54,23.99,5.69,313,0,0.108
2025-12-17,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.14,2.48,178,245,0.55,25.53,7.26,417,0,0.158
2025-12-18,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,3.07,16,313,0.58,24.15,6.93,430,0,0.108
2025-12-19,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.2,3.07,23,317,0.45,24.54,6.15,362,0,0.106
2025-12-20,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.03,3.01,2,287,0.54,24.07,5.77,459,0,0.125
2025-12-21,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.16,1.72,83,205,0.34,25.57,6.28,296,0,0.109
2025-12-22,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.12,2.22,147,191,0.4,25.16,6.35,434,0,0.151
2025-12-23,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.18,4.14,71,259,0.63,23.39,6.17,471,0,0.157
2025-12-24,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.36,9.721691660087567,972,251,0.22246896235875663,25.82,5.853296579802532,418,1,0.74
2025-12-25,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.16,4.62,26,260,0.55,24.61,7.89,421,0,0.157
2025-12-26,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.23,3.81,32,280,0.52,25.08,7.05,389,0,0.133
2025-12-27,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.02,1.55,120,246,0.32,23.67,6.7,478,0,0.149
2025-12-28,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.3,3.36,82,238,0.5,22.77,6.75,307,0,0.154
2025-12-29,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.37,2.05,58,260,0.6,21.7,6.42,456,0,0.119
2025-12-30,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.45,2.7,8,320,0.57,25.67,5.89,454,0,0.134
2025-12-31,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.11,1.81,97,272,0.47,25.74,6.4,399,0,0.114
2026-01-01,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.24,2.55,159,213,0.45,22.33,7.75,395,0,0.153
2026-01-02,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.15,2.52,121,272,0.46,23.36,5.74,427,0,0.138
2026-01-03,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.39,2.32,102,229,0.42,24.77,8.03,456,0,0.156
2026-01-04,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.19,2.48,216,260,0.45,23.8,6.75,450,0,0.168
2026-01-05,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.42,3.62,62,248,0.54,23.09,7.21,403,0,0.177
2026-01-06,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.3,3.92,94,257,0.47,23.78,5.94,455,0,0.178
2026-01-07,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,6.98,3.4,110,253,0.47,23.86,5.55,475,0,0.193
2026-01-08,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.22,3.79,80,257,0.54,22.61,6.35,427,0,0.15
2026-01-09,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.2,2.32,19,251,0.69,23.46,6.21,407,0,0.077
2026-01-10,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.42,3.83,220,251,0.56,22.52,6.41,340,0,0.247
2026-01-11,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.3,2.75,65,220,0.58,20.75,6.47,410,0,0.128
2026-01-12,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.0,2.99,29,269,0.67,24.3,7.2,514,0,0.141
2026-01-13,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.3,2.12,102,262,0.48,25.55,6.33,417,0,0.126
2026-01-14,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.1,2.48,39,219,0.5,23.09,8.2,476,0,0.11
2026-01-15,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.37,2.65,54,234,0.72,23.74,6.26,365,0,0.135
2026-01-16,PVT_YASHODA_HYD,Yashoda Hospitals,private,Hyderabad,Telangana,7.28,3.72,142,223,0.45,25.5,7.88,407,0,0.189
