date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
04-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,14,8,26,62,0.82,12.2,0.74,0,meridian
05-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,127,14,12,19,38,0.8,34.9,0.31,0,meridian
06-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,7,18,15,58,0.76,40.9,0.89,0,meridian
07-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,127,18,10,20,52,0.89,25.6,1.32,0,meridian
08-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,17,19,17,46,0.68,20.2,1.16,0,meridian
09-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,129,18,14,21,70,0.61,51.2,0.95,0,meridian
10-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,10,11,21,70,0.85,37.5,1.37,0,meridian
11-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,13,10,24,59,0.93,31.8,0.59,0,meridian
12-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,19,13,15,61,0.79,28.4,1.33,0,meridian
13-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,15,10,12,58,0.85,42.4,0.76,0,meridian
14-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,115,17,18,22,64,0.72,45.8,0.82,0,meridian
15-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,141,8,19,18,44,0.71,28.8,1.13,1,meridian
16-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,16,17,23,72,0.71,45.0,0.61,0,meridian
17-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,11,18,16,46,0.87,39.0,1.47,0,meridian
18-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,118,8,8,20,67,0.7,44.9,1.1,0,meridian
19-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,108,8,8,16,46,0.84,32.8,1.46,0,meridian
20-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,14,8,27,53,0.77,46.0,0.86,0,meridian
21-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,13,19,14,56,0.83,40.4,0.8,0,meridian
22-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,9,19,11,73,0.71,43.8,0.98,0,meridian
23-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,7,12,17,72,0.81,27.0,1.81,0,meridian
24-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,123,14,19,19,70,0.88,19.0,0.43,0,meridian
25-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,118,17,9,19,49,0.67,31.2,1.1,0,meridian
26-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,147,12,22,15,71,0.8,22.2,0.7,1,meridian
27-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,117,6,14,17,51,0.8,40.9,1.26,0,meridian
28-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,133,17,20,15,64,0.76,45.8,1.24,0,meridian
29-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,19,8,18,77,0.84,41.3,0.55,0,meridian
30-11-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,129,13,9,23,61,0.78,28.4,1.11,0,meridian
01-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,122,11,14,22,67,0.76,37.2,1.32,0,meridian
02-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,8,13,18,73,0.73,28.6,0.92,0,meridian
03-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,16,19,11,58,0.83,35.8,1.05,0,meridian
04-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,136,8,18,26,69,0.68,29.3,1.51,0,meridian
05-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,11,8,18,67,0.87,49.9,1.48,0,meridian
06-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,7,12,13,40,0.8,47.5,1.61,0,meridian
07-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,14,17,15,75,0.83,27.1,0.65,0,meridian
08-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,117,14,14,23,38,0.71,44.7,0.71,0,meridian
09-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,12,16,19,75,0.85,33.3,0.95,0,meridian
10-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,130,14,19,22,58,0.72,49.1,1.08,0,meridian
11-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,18,13,22,65,0.82,24.8,1.27,0,meridian
12-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,15,12,24,53,0.77,22.8,1.45,0,meridian
13-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,8,16,18,49,0.77,21.6,0.69,0,meridian
14-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,13,10,23,49,0.61,55.0,1.35,0,meridian
15-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,8,10,18,60,0.71,38.3,0.72,0,meridian
16-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,18,15,15,55,0.83,32.7,1.04,0,meridian
17-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,13,12,24,43,0.72,45.0,1.1,0,meridian
18-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,136,18,15,13,79,0.96,32.0,0.78,0,meridian
19-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,10,21,26,68,0.81,29.8,0.58,0,meridian
20-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,115,6,16,19,44,0.75,32.0,0.8,0,meridian
21-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,129,19,9,20,66,0.9,37.5,1.22,0,meridian
22-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,111,10,7,16,42,0.77,32.3,1.52,0,meridian
23-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,13,9,17,67,0.8,38.6,0.73,0,meridian
24-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,130,10,15,11,67,0.76,36.3,1.1,0,meridian
25-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,11,18,17,43,0.76,43.2,0.65,0,meridian
26-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,14,16,11,71,0.77,36.1,0.42,0,meridian
27-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,118,13,13,13,46,0.64,31.8,1.25,0,meridian
28-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,17,20,23,42,0.8,35.5,0.94,0,meridian
29-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,120,10,19,14,58,0.7,27.1,1.4,0,meridian
30-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,114,8,8,22,47,0.97,46.0,0.78,0,meridian
31-12-2025,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,139,17,20,23,67,0.82,25.1,0.58,1,meridian
01-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,123,15,10,13,41,0.8,45.1,0.89,0,meridian
02-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,122,13,8,16,45,0.82,20.1,1.06,0,meridian
03-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,127,7,19,20,58,0.91,44.5,0.57,0,meridian
04-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,133,13,17,21,49,0.79,56.4,0.1,0,meridian
05-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,145,13,22,24,50,0.86,39.4,0.99,1,meridian
06-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,15,20,20,46,0.93,43.4,1.58,0,meridian
07-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,11,12,12,57,0.81,54.3,1.35,0,meridian
08-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,18,12,25,49,0.77,54.9,0.65,0,meridian
09-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,137,9,16,27,75,0.81,24.9,0.97,0,meridian
10-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,13,8,18,67,0.81,37.8,1.44,0,meridian
11-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,117,13,13,22,61,0.99,40.5,1.1,0,meridian
12-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,10,16,11,42,0.85,25.2,1.12,0,meridian
13-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,138,7,19,14,73,0.82,42.1,0.37,0,meridian
14-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,122,7,17,24,71,0.72,47.6,0.9,0,meridian
15-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,8,20,22,66,0.59,27.5,1.32,0,meridian
16-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,18,17,14,41,0.8,41.6,0.58,0,meridian
17-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,10,15,16,42,0.81,29.7,1.29,0,meridian
18-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,122,9,10,11,68,0.87,25.1,0.73,0,meridian
19-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,115,10,13,15,38,0.76,23.3,1.64,0,meridian
20-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,123,7,15,11,45,0.73,55.2,1.54,0,meridian
21-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,128,17,16,25,61,0.97,43.2,0.94,0,meridian
22-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,14,14,24,64,0.81,44.8,1.39,0,meridian
23-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,127,9,15,19,68,0.84,37.7,0.7,0,meridian
24-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,16,14,18,43,0.63,23.1,1.04,0,meridian
25-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,110,15,7,13,42,0.79,33.5,1.14,0,meridian
26-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,130,14,11,17,56,0.69,41.8,1.08,0,meridian
27-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,115,6,17,23,67,0.82,36.8,0.7,0,meridian
28-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,18,15,14,68,0.66,43.1,0.7,0,meridian
29-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,20,15,14,59,0.76,42.5,1.3,0,meridian
30-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,123,16,8,20,38,0.76,25.0,1.12,0,meridian
31-01-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,118,7,17,12,49,0.67,51.5,1.11,0,meridian
01-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,136,16,11,15,81,0.86,35.0,0.96,0,meridian
02-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,118,8,17,20,36,0.94,43.6,1.18,0,meridian
03-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,13,21,25,59,0.7,44.6,1.29,0,meridian
04-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,133,19,11,19,54,0.78,64.7,1.25,0,meridian
05-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,7,14,24,44,0.68,35.9,1.65,0,meridian
06-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,13,20,23,68,0.58,34.6,1.12,0,meridian
07-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,131,12,12,14,66,0.61,34.6,1.1,0,meridian
08-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,17,12,22,57,0.77,26.1,0.95,0,meridian
09-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,135,18,13,26,67,0.75,25.2,1.24,0,meridian
10-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,17,19,17,70,1.0,28.5,0.89,0,meridian
11-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,124,18,14,14,51,0.78,35.9,0.79,0,meridian
12-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,18,20,12,42,0.77,40.4,0.99,0,meridian
13-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,141,15,14,16,55,0.84,26.7,0.69,1,meridian
14-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,134,20,17,23,52,0.7,23.3,1.16,0,meridian
15-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,125,9,9,25,66,0.8,32.7,1.44,0,meridian
16-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,132,15,14,26,54,0.87,52.9,1.05,0,meridian
17-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,126,12,12,15,67,0.71,34.4,1.31,0,meridian
18-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,138,12,13,12,69,0.94,23.6,1.07,0,meridian
19-02-2026,MER_VISAKHAPATNAM_SOUTH,Meridian Health — Visakhapatnam - South,private,Visakhapatnam - South,Visakhapatnam,146,15,20,16,57,0.96,33.8,1.3,1,meridian
24-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,128,8,9,15,44,0.76,32.5,1.3,1,meridian
25-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,133,16,19,12,76,0.82,41.6,1.0,1,meridian
26-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,131,11,18,16,66,0.5,43.6,0.86,1,meridian
27-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,13,14,18,56,0.79,33.3,1.25,1,meridian
28-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,10,11,21,50,0.94,41.5,0.92,0,meridian
29-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,112,10,16,12,41,0.85,25.3,0.65,0,meridian
30-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,129,9,17,21,49,0.83,41.6,0.65,1,meridian
31-08-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,10,13,15,48,0.79,32.5,0.62,0,meridian
01-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,12,13,22,56,0.64,28.9,1.25,0,meridian
02-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,111,8,17,21,47,0.81,47.4,1.12,0,meridian
03-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,14,11,11,57,0.57,19.8,0.43,0,meridian
04-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,10,17,25,59,0.79,26.5,1.19,0,meridian
05-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,17,18,21,48,0.8,39.4,0.55,0,meridian
06-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,17,13,24,67,0.77,38.2,0.71,0,meridian
07-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,131,10,12,17,44,0.8,25.0,0.86,1,meridian
08-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,15,16,10,68,0.76,44.3,0.99,0,meridian
09-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,122,18,8,16,67,0.68,36.5,0.84,0,meridian
10-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,7,14,13,43,0.67,32.1,1.41,0,meridian
11-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,12,9,21,62,0.77,48.3,1.41,0,meridian
12-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,16,13,10,45,0.77,19.3,0.45,0,meridian
13-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,9,10,14,61,0.8,25.9,1.1,0,meridian
14-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,126,16,18,12,39,0.83,45.1,0.92,0,meridian
15-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,10,13,14,55,0.65,33.1,1.19,0,meridian
16-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,8,14,12,37,0.85,29.5,0.95,0,meridian
17-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,16,15,21,56,0.97,47.2,0.72,0,meridian
18-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,17,13,12,59,0.76,30.1,1.01,0,meridian
19-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,122,13,17,12,71,0.74,46.3,1.16,0,meridian
20-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,17,18,11,53,0.67,29.5,1.21,0,meridian
21-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,112,10,9,18,38,0.74,33.0,0.79,0,meridian
22-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,107,15,17,12,64,0.95,40.8,0.95,0,meridian
23-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,107,10,15,21,58,0.71,32.3,1.04,0,meridian
24-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,108,12,11,15,34,0.81,41.1,1.04,0,meridian
25-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,128,14,13,22,55,0.81,28.6,0.83,1,meridian
26-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,132,7,16,14,56,0.74,17.9,1.18,1,meridian
27-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,10,12,13,49,0.76,36.2,0.38,0,meridian
28-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,123,11,19,13,37,0.83,34.7,0.79,0,meridian
29-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,7,12,10,43,0.87,30.6,0.9,0,meridian
