date,hospital_id,hospital_name,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag
08-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.99,4.3,247,0.23,23.81,4.71,0.319,0.468,0.521,0.098,LOW,0
09-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.02,0.1,111,0.16,27.76,5.87,0.45,0.392,0.472,0.017,LOW,0
10-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.05,2.56,28,0.3,27.71,5.99,0.353,0.508,0.061,0.041,LOW,0
11-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.94,1.07,44,0.25,22.89,6.75,0.509,0.572,0.578,0.022,LOW,0
12-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.15,4.02,112,0.12,27.12,5.14,0.377,0.275,0.419,0.075,LOW,0
13-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.93,1.67,220,0.22,19.97,5.49,0.453,0.389,0.157,0.055,LOW,0
14-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.06,1.38,50,0.16,27.18,7.29,0.304,0.531,0.419,0.027,LOW,0
15-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.28,2.94,167,0.2,27.96,6.45,0.529,0.473,0.565,0.066,LOW,0
16-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.09,1.67,23,0.24,25.23,4.56,0.217,0.311,0.435,0.028,LOW,0
17-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.27,3.38,227,0.15,23.88,6.52,0.294,0.26,0.322,0.081,LOW,0
18-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.1,2.24,209,0.05,25.08,5.67,0.39,0.371,0.392,0.062,LOW,0
19-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.24,2.78,76,0.2,26.16,6.36,0.106,0.244,0.459,0.051,LOW,0
20-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.86,1.8,109,0.21,28.87,6.95,0.318,0.425,0.538,0.042,LOW,0
21-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.89,1.5,165,0.1,32.76,7.81,0.282,0.462,0.362,0.045,LOW,0
22-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.26,3.45,81,0.14,26.1,6.07,0.677,0.462,0.508,0.062,LOW,0
23-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.19,1.1,263,0.23,30.92,5.6,0.546,0.388,0.322,0.053,LOW,0
24-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.19,2.86,115,0.12,24.29,5.3,0.213,0.256,0.561,0.058,LOW,0
25-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.1,2.86,188,0.35,32.7,5.22,0.496,0.531,0.49,0.068,LOW,0
26-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.96,3.92,156,0.2,28.3,7.92,0.431,0.281,0.331,0.079,LOW,0
27-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.94,4.62,30,0.27,28.58,7.54,0.424,0.448,0.229,0.072,LOW,0
28-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.07,3.32,142,0.17,27.66,5.81,0.323,0.51,0.419,0.069,LOW,0
29-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.17,1.3,87,0.13,28.4,4.54,0.412,0.5,0.465,0.031,LOW,0
30-11-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.09,3.57,143,0.2,24.51,6.14,0.358,0.37,0.422,0.072,LOW,0
01-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.89,2.49,40,0.21,26.85,6.83,0.062,0.4,0.559,0.042,LOW,0
02-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.3,1.97,146,0.11,32.85,4.55,0.483,0.378,0.489,0.049,LOW,0
03-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.0,2.68,181,0.15,25.99,5.53,0.201,0.347,0.535,0.065,LOW,0
04-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,3.31,179,0.14,31.14,5.49,0.214,0.438,0.455,0.074,LOW,0
05-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.91,2.84,247,0.16,27.87,6.24,0.358,0.622,0.522,0.076,LOW,0
06-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.04,3.09,171,0.15,26.6,4.5,0.4,0.409,0.677,0.069,LOW,0
07-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.28,3.51,162,0.15,18.63,6.61,0.253,0.664,0.423,0.074,LOW,0
08-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.29,2.54,132,0.17,24.27,4.79,0.358,0.399,0.374,0.056,LOW,0
09-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.18,2.44,161,0.22,20.61,4.28,0.642,0.643,0.226,0.058,LOW,0
10-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.15,3.18,186,0.24,29.12,7.33,0.253,0.453,0.636,0.073,LOW,0
11-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.05,1.69,185,0.18,26.97,5.09,0.525,0.862,0.536,0.051,LOW,0
12-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.14,2.95,118,0.15,33.46,5.26,0.657,0.763,0.101,0.06,LOW,0
13-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.24,2.46,242,0.21,23.42,5.21,0.346,0.423,0.395,0.07,LOW,0
14-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.14,1.49,37,0.2,24.6,6.37,0.527,0.386,0.641,0.027,LOW,0
15-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.26,3.47,138,0.15,28.03,6.54,0.272,0.218,0.536,0.07,LOW,0
16-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.98,2.75,136,0.22,30.96,5.95,0.232,0.615,0.57,0.059,LOW,0
17-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.99,1.6,197,0.2,34.0,6.63,0.39,0.378,0.487,0.051,LOW,0
18-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.37,2.4,222,0.22,23.78,5.62,0.22,0.195,0.681,0.066,LOW,0
19-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.37,4.39,91,0.26,26.77,6.26,0.374,0.342,0.368,0.077,LOW,0
20-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.29,2.29,146,0.15,26.76,7.72,0.245,0.296,0.55,0.054,LOW,0
21-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.26,3.14,146,0.2,26.19,5.17,0.428,0.447,0.666,0.067,LOW,0
22-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,3.38,118,0.11,31.56,6.82,0.432,0.187,0.439,0.066,LOW,0
23-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.3,1.09,79,0.2,28.99,7.79,0.287,0.248,0.34,0.027,LOW,0
24-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.04,2.1,146,0.08,23.4,6.51,0.489,0.597,0.351,0.051,LOW,0
25-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.26,1.66,60,0.17,21.02,5.59,0.362,0.47,0.278,0.033,LOW,0
26-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.18,3.37,179,0.19,27.5,5.21,0.507,0.252,0.291,0.074,LOW,0
27-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.39,3.05,85,0.3,22.16,6.47,0.428,0.26,0.418,0.057,LOW,0
28-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.43,3.08,120,0.22,28.46,7.6,0.459,0.652,0.485,0.062,LOW,0
29-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.37,1.8,91,0.28,25.87,5.98,0.447,0.534,0.425,0.039,LOW,0
30-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.21,1.69,133,0.22,29.94,5.21,0.532,0.712,0.626,0.043,LOW,0
31-12-2025,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.11,2.69,44,0.2,29.06,5.76,0.464,0.461,0.502,0.046,LOW,0
01-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.08,1.74,118,0.22,25.78,5.12,0.338,0.261,0.369,0.042,LOW,0
02-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.16,2.42,150,0.28,23.18,5.32,0.522,0.329,0.575,0.056,LOW,0
03-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.05,2.36,130,0.28,29.95,6.53,0.506,0.361,0.391,0.053,LOW,0
04-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.36,2.81,180,0.16,27.37,6.17,0.258,0.388,0.384,0.066,LOW,0
05-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.04,2.14,69,0.12,31.47,8.88,0.177,0.374,0.498,0.041,LOW,0
06-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.1,2.29,117,0.11,24.75,4.16,0.501,0.895,0.298,0.05,LOW,0
07-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.29,1.65,191,0.27,32.38,5.68,0.365,0.466,0.655,0.051,LOW,0
08-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.31,2.65,93,0.16,20.47,4.6,0.35,0.649,0.471,0.052,LOW,0
09-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.07,1.86,234,0.2,27.7,4.42,0.496,0.659,0.479,0.06,LOW,0
10-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.22,3.92,132,0.21,29.57,6.64,0.338,0.248,0.511,0.076,LOW,0
11-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,3.17,151,0.29,23.74,5.28,0.411,0.577,0.51,0.068,LOW,0
12-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.94,3.16,12,0.24,29.29,6.52,0.53,0.281,0.557,0.048,LOW,0
13-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.07,1.67,178,0.22,30.41,5.81,0.331,0.297,0.23,0.049,LOW,0
14-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.14,1.82,56,0.3,26.07,4.48,0.317,0.497,0.675,0.035,LOW,0
15-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.28,1.73,202,0.17,25.73,7.8,0.477,0.481,0.308,0.053,LOW,0
16-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.19,0.82,79,0.09,28.06,6.61,0.415,0.268,0.645,0.023,LOW,0
17-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.16,1.69,112,0.22,24.69,6.46,0.379,0.285,0.333,0.04,LOW,0
18-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.27,2.34,119,0.31,30.22,5.09,0.269,0.377,0.475,0.051,LOW,0
19-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.05,2.22,67,0.12,28.76,5.25,0.333,0.649,0.22,0.042,LOW,0
20-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.17,3.84,159,0.21,27.8,5.83,0.433,0.512,0.501,0.079,LOW,0
21-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.19,5.18,89,0.16,31.23,3.39,0.447,0.323,0.566,0.089,LOW,0
22-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.97,2.34,24,0.18,30.25,4.55,0.211,0.573,0.581,0.038,LOW,0
23-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,2.99,89,0.19,26.17,8.46,0.621,0.598,0.171,0.056,LOW,0
24-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.08,2.89,80,0.28,22.23,6.11,0.589,0.464,0.263,0.054,LOW,0
25-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,3.37,17,0.28,24.25,7.36,0.439,0.492,0.494,0.052,LOW,0
26-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.21,2.68,147,0.32,23.72,6.08,0.359,0.206,0.627,0.06,LOW,0
27-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.34,4.43,86,0.25,26.5,4.06,0.313,0.249,0.457,0.077,LOW,0
28-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.2,2.33,145,0.12,28.71,8.95,0.373,0.552,0.648,0.054,LOW,0
29-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.82,2.5,368,0.27,22.26,7.56,0.605,0.067,0.596,0.088,LOW,0
30-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.17,1.27,11,0.18,27.2,6.13,0.712,0.198,0.117,0.02,LOW,0
31-01-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.15,3.26,154,0.2,27.94,4.51,0.508,0.489,0.456,0.069,LOW,0
01-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.24,1.72,168,0.29,26.14,7.02,0.542,0.21,0.733,0.049,LOW,0
02-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.85,3.55,45,0.2,29.99,7.6,0.273,0.234,0.402,0.059,LOW,0
03-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.41,3.64,110,0.15,26.47,6.45,0.448,0.382,0.266,0.069,LOW,0
04-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.5,2.7,64,0.24,24.94,5.83,0.479,0.262,0.568,0.049,LOW,0
05-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.18,1.98,215,0.22,28.92,4.88,0.38,0.604,0.389,0.059,LOW,0
06-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.35,2.06,80,0.22,26.59,4.75,0.329,0.596,0.186,0.041,LOW,0
07-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.94,3.53,200,0.15,19.8,5.76,0.41,0.222,0.657,0.08,LOW,0
08-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.24,3.11,192,0.26,24.85,7.72,0.2,0.187,0.551,0.072,LOW,0
09-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.09,2.29,56,0.27,23.87,5.52,0.362,0.53,0.544,0.041,LOW,0
10-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.12,1.94,75,0.17,32.25,5.97,0.34,0.271,0.535,0.039,LOW,0
11-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.17,3.04,158,0.1,30.32,6.6,0.276,0.24,0.386,0.067,LOW,0
12-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.16,3.85,136,0.29,27.7,4.59,0.505,0.408,0.49,0.075,LOW,0
13-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.17,2.73,223,0.07,25.86,4.84,0.344,0.241,0.191,0.071,LOW,0
14-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.11,3.16,90,0.17,30.18,6.11,0.68,0.198,0.267,0.059,LOW,0
15-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.22,2.46,214,0.25,23.26,5.99,0.114,0.408,0.299,0.066,LOW,0
16-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.23,3.26,182,0.23,30.83,5.75,0.43,0.755,0.254,0.073,LOW,0
17-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.91,2.4,125,0.32,33.3,8.28,0.246,0.574,0.384,0.053,LOW,0
18-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,7.25,1.15,139,0.2,28.85,6.04,0.49,0.571,0.555,0.036,LOW,0
19-02-2026,MER_COIMBATORE_WEST,Meridian Health — Coimbatore - West,6.84,2.22,123,0.13,29.4,6.33,0.523,0.36,0.274,0.05,LOW,0
24-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.54,0.85,62,0.21,30.1,8.17,0.497,0.319,0.629,0.021,LOW,0
25-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.42,1.07,123,0.25,24.43,6.4,0.328,0.248,0.391,0.033,LOW,0
26-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.52,0.79,209,0.14,27.37,6.27,0.206,0.422,0.564,0.041,LOW,0
27-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.49,1.29,105,0.33,29.53,5.97,0.336,0.556,0.844,0.034,LOW,0
28-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.52,1.13,45,0.24,25.08,4.14,0.404,0.381,0.151,0.023,LOW,0
29-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.61,0.96,107,0.19,28.32,6.41,0.374,0.59,0.468,0.029,LOW,0
30-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.62,1.06,105,0.22,30.61,4.41,0.226,0.532,0.452,0.03,LOW,0
31-08-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.34,0.49,85,0.16,30.42,5.67,0.598,0.493,0.462,0.019,LOW,0
01-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.37,1.12,119,0.22,29.1,3.77,0.53,0.362,0.524,0.033,LOW,0
02-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.52,1.62,63,0.12,29.53,6.38,0.513,0.132,0.421,0.033,LOW,0
03-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.41,1.0,102,0.2,20.74,7.78,0.516,0.135,0.487,0.029,LOW,0
04-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.36,0.97,158,0.13,28.84,6.23,0.274,0.338,0.378,0.036,LOW,0
05-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.58,1.17,218,0.14,30.89,5.79,0.685,0.113,0.62,0.047,LOW,0
06-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.51,0.79,109,0.08,28.28,6.96,0.656,0.566,0.171,0.027,LOW,0
07-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.51,1.02,48,0.24,25.33,6.21,0.43,0.472,0.248,0.022,LOW,0
08-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.41,0.52,222,0.36,26.71,5.9,0.391,0.03,0.554,0.038,LOW,0
09-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.56,0.83,225,0.11,23.18,6.23,0.256,0.35,0.305,0.044,LOW,0
10-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.06,0.65,124,0.27,26.58,3.78,0.525,0.555,0.513,0.027,LOW,0
11-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.41,1.5,107,0.22,22.82,7.39,0.708,0.513,0.271,0.037,LOW,0
12-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.35,1.7,83,0.16,30.12,5.0,0.378,0.392,0.445,0.037,LOW,0
13-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.41,1.61,84,0.21,28.93,5.51,0.454,0.523,0.617,0.035,LOW,0
14-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.42,0.67,158,0.12,29.38,6.65,0.428,0.234,0.366,0.032,LOW,0
15-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.47,1.21,142,0.11,29.96,7.72,0.557,0.472,0.435,0.038,LOW,0
16-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.34,1.23,180,0.23,30.15,4.18,0.261,0.319,0.414,0.043,LOW,0
17-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.46,1.45,120,0.19,24.06,4.42,0.516,0.264,0.539,0.038,LOW,0
18-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.33,0.66,167,0.15,29.53,5.43,0.507,0.58,0.547,0.033,LOW,0
19-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.26,1.07,210,0.26,30.78,6.92,0.632,0.419,0.263,0.045,LOW,0
20-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.42,0.92,26,0.14,23.65,6.2,0.516,0.497,0.551,0.017,LOW,0
21-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.52,0.34,28,0.21,24.27,4.35,0.574,0.621,0.502,0.009,LOW,0
22-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.17,1.03,182,0.2,32.37,6.15,0.559,0.551,0.39,0.04,LOW,0
23-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.33,0.77,183,0.32,25.76,6.67,0.594,0.533,0.609,0.037,LOW,0
24-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.49,1.16,171,0.21,32.78,7.28,0.383,0.502,0.432,0.041,LOW,0
25-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.47,0.95,113,0.16,26.67,6.09,0.289,0.667,0.493,0.03,LOW,0
26-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.33,0.3,99,0.23,26.93,6.09,0.366,0.5,0.208,0.018,LOW,0
27-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.53,0.38,102,0.18,29.0,6.71,0.383,0.657,0.428,0.02,LOW,0
28-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.43,1.1,121,0.16,26.83,6.18,0.492,0.589,0.605,0.033,LOW,0
29-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.15,0.44,0,0.16,26.8,5.89,0.472,0.446,0.188,0.007,LOW,0
30-09-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.62,1.5,184,0.18,26.76,7.41,0.323,0.512,0.215,0.048,LOW,0
01-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.08,0.61,128,0.21,29.49,6.88,0.709,0.534,0.043,0.027,LOW,0
02-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.49,1.31,88,0.17,26.99,8.12,0.481,0.503,0.587,0.032,LOW,0
03-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.36,1.62,106,0.12,30.96,5.32,0.467,0.439,0.336,0.039,LOW,0
04-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.4,1.04,103,0.2,28.56,5.79,0.52,0.452,0.525,0.03,LOW,0
05-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.92,0.99,88,0.26,22.01,7.42,0.562,0.539,0.608,0.027,LOW,0
06-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.43,1.38,100,0.33,29.96,5.94,0.489,0.526,0.634,0.034,LOW,0
07-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.56,2.03,0,0.19,30.45,5.36,0.308,0.438,0.446,0.03,LOW,0
08-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.4,0.89,134,0.23,25.26,6.39,0.399,0.549,0.244,0.032,LOW,0
09-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.41,0.69,153,0.17,32.0,5.57,0.501,0.435,0.734,0.031,LOW,0
10-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.33,0.53,183,0.17,23.05,7.56,0.068,0.625,0.494,0.033,LOW,0
11-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.2,1.69,222,0.2,25.65,5.1,0.622,0.298,0.41,0.056,LOW,0
12-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.25,0.1,151,0.12,28.98,6.49,0.315,0.44,0.488,0.022,LOW,0
13-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.6,0.95,136,0.27,29.8,4.18,0.48,0.047,0.329,0.033,LOW,0
14-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.47,1.1,88,0.2,26.67,6.43,0.48,0.439,0.275,0.028,LOW,0
15-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.42,0.92,99,0.16,24.35,7.88,0.566,0.428,0.625,0.027,LOW,0
16-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.63,1.32,117,0.27,28.93,5.4,0.333,0.621,0.332,0.036,LOW,0
17-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.77,0.88,172,0.27,31.52,5.77,0.362,0.614,0.539,0.037,LOW,0
18-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.2,0.54,112,0.18,32.2,6.95,0.734,0.213,0.523,0.024,LOW,0
19-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.3,1.13,0,0.15,31.53,6.78,0.281,0.361,0.404,0.017,LOW,0
20-10-2025,MER_VISAKHAPATNAM_CENTRA,Meridian Health — Visakhapatnam - Central,7.47,0.88,223,0.18,22.57,5.19,0.224,0.382,0.661,0.044,LOW,0
