date,hospital_id,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temp_C,dissolved_oxygen_mg_L,outbreak_label
2025-08-24,PVT_CARE_HYD,43,1,2,11,29,0.58,21.6,2.27,7.44,3.8,235,210,0.29,25.9,5.63,0
2025-08-25,PVT_CARE_HYD,33,1,1,7,24,0.59,37.6,1.55,7.19,1.68,349,260,0.19,30.2,6.51,0
2025-08-26,PVT_CARE_HYD,37,1,1,8,27,0.63,39.4,0.7,7.08,2.48,250,263,0.48,25.7,6.86,0
2025-08-27,PVT_CARE_HYD,26,1,0,7,18,0.5,7.7,1.45,7.45,1.74,244,294,0.28,27.0,5.7,0
2025-08-28,PVT_CARE_HYD,35,0,1,6,28,0.55,29.2,0.65,6.89,1.23,72,223,0.4,23.5,6.45,0
2025-08-29,PVT_CARE_HYD,32,0,1,6,25,0.54,34.9,0.9,7.15,6.14,238,236,0.51,24.6,5.96,0
2025-08-30,PVT_CARE_HYD,30,0,1,7,22,0.93,35.6,1.61,7.61,3.44,533,276,0.41,26.4,7.34,0
2025-08-31,PVT_CARE_HYD,32,0,1,8,23,0.53,27.1,1.6,7.37,4.19,129,231,0.26,25.3,6.71,0
2025-09-01,PVT_CARE_HYD,27,0,1,5,21,0.88,37.8,2.09,6.8,2.4,141,302,0.45,25.2,7.24,0
2025-09-02,PVT_CARE_HYD,36,1,1,10,24,0.61,40.4,1.16,7.32,1.19,344,256,0.4,27.1,6.94,0
2025-09-03,PVT_CARE_HYD,38,0,1,8,29,0.72,41.1,1.6,7.0,3.11,282,301,0.65,25.5,7.41,0
2025-09-04,PVT_CARE_HYD,38,1,1,11,25,0.85,33.3,1.41,7.1,3.96,500,236,0.54,29.0,6.45,0
2025-09-05,PVT_CARE_HYD,38,1,1,7,29,0.51,28.0,2.47,7.02,4.31,611,273,0.52,27.4,6.5,1
2025-09-06,PVT_CARE_HYD,41,1,2,11,27,0.66,33.5,1.72,7.39,4.71,300,256,0.55,23.2,4.24,0
2025-09-07,PVT_CARE_HYD,40,1,1,9,29,0.75,39.6,1.97,7.21,2.01,120,214,0.49,25.1,5.97,0
2025-09-08,PVT_CARE_HYD,27,1,1,6,19,0.58,30.7,1.76,6.97,1.36,430,249,0.38,25.7,5.91,0
2025-09-09,PVT_CARE_HYD,40,1,1,8,30,0.9,43.5,1.98,7.05,0.7,307,157,0.57,23.6,6.99,0
2025-09-10,PVT_CARE_HYD,38,1,1,9,27,0.75,51.3,1.09,7.35,2.19,204,224,0.31,27.0,6.85,0
2025-09-11,PVT_CARE_HYD,41,1,1,7,32,0.68,36.2,2.27,6.99,1.52,411,276,0.22,27.5,6.88,0
2025-09-12,PVT_CARE_HYD,27,0,1,7,19,0.94,45.2,2.28,7.06,3.16,237,280,0.4,25.8,7.87,0
2025-09-13,PVT_CARE_HYD,46,1,1,12,32,0.94,29.4,1.9,7.42,2.84,752,265,0.13,27.2,5.45,1
2025-09-14,PVT_CARE_HYD,41,1,1,12,27,0.85,18.1,2.33,7.14,2.48,780,228,0.31,25.5,5.44,1
2025-09-15,PVT_CARE_HYD,34,1,1,8,24,0.82,44.1,2.35,7.09,4.42,333,312,0.58,25.8,7.43,0
2025-09-16,PVT_CARE_HYD,37,0,1,9,27,0.86,53.3,1.86,7.42,5.1,152,235,0.44,23.9,6.83,0
2025-09-17,PVT_CARE_HYD,39,1,2,8,28,0.71,54.2,0.54,7.52,0.01,420,329,0.49,24.9,5.69,0
2025-09-18,PVT_CARE_HYD,42,1,2,11,28,0.79,29.9,2.01,7.3,2.57,243,375,0.39,24.6,7.52,0
2025-09-19,PVT_CARE_HYD,35,1,1,7,26,0.58,46.3,0.53,7.25,2.02,706,262,0.21,23.2,6.19,1
2025-09-20,PVT_CARE_HYD,25,0,1,7,17,0.75,35.2,1.26,7.25,3.0,175,258,0.41,27.0,5.9,0
2025-09-21,PVT_CARE_HYD,36,1,1,9,25,0.61,32.7,1.53,7.37,0.98,177,242,0.56,27.9,5.59,0
2025-09-22,PVT_CARE_HYD,35,0,1,8,26,0.79,34.0,1.69,7.17,3.66,318,182,0.58,26.3,7.82,0
2025-09-23,PVT_CARE_HYD,29,1,1,7,20,0.65,43.8,0.94,7.12,4.31,479,252,0.55,24.6,5.85,0
2025-09-24,PVT_CARE_HYD,33,0,1,9,23,0.66,43.7,0.99,7.17,5.07,88,250,0.54,25.9,6.0,0
2025-09-25,PVT_CARE_HYD,32,0,1,8,23,0.71,43.2,2.18,7.21,2.33,35,264,0.27,24.9,6.71,0
2025-09-26,PVT_CARE_HYD,43,1,1,12,29,0.56,31.0,0.85,7.01,2.91,406,274,0.55,24.9,6.5,0
2025-09-27,PVT_CARE_HYD,42,1,1,7,33,0.64,30.6,1.18,7.4,4.9,647,234,0.36,23.3,5.56,1
2025-09-28,PVT_CARE_HYD,37,1,1,8,27,0.63,45.0,1.72,6.71,2.41,296,292,0.37,25.6,7.02,0
2025-09-29,PVT_CARE_HYD,43,1,1,9,32,0.68,43.2,2.1,6.82,2.37,97,339,0.43,24.0,8.13,0
2025-09-30,PVT_CARE_HYD,33,0,1,6,26,0.94,30.0,2.22,6.79,3.08,150,210,0.62,24.3,6.64,0
2025-10-01,PVT_CARE_HYD,44,0,1,6,37,0.9,25.2,2.42,6.87,2.34,233,226,0.39,23.7,6.89,0
2025-10-02,PVT_CARE_HYD,35,0,0,5,30,0.61,41.5,0.71,6.99,1.83,304,333,0.61,27.3,6.36,0
2025-10-03,PVT_CARE_HYD,32,0,0,5,27,0.63,43.8,1.21,7.55,1.71,85,261,0.46,26.2,5.54,0
2025-10-04,PVT_CARE_HYD,23,0,0,3,20,0.86,58.5,1.14,7.57,1.24,304,315,0.46,28.3,6.6,0
2025-10-05,PVT_CARE_HYD,26,0,0,3,23,0.54,27.3,0.69,7.35,2.42,83,224,0.72,22.1,6.38,0
2025-10-06,PVT_CARE_HYD,41,0,1,5,35,0.6,41.8,2.45,7.05,2.12,18,262,0.37,26.5,5.09,0
2025-10-07,PVT_CARE_HYD,23,0,0,3,20,0.55,36.9,2.03,7.33,2.73,183,259,0.68,24.2,6.82,0
2025-10-08,PVT_CARE_HYD,32,0,1,6,25,0.65,39.3,2.03,7.07,1.28,343,311,0.37,27.6,6.77,0
2025-10-09,PVT_CARE_HYD,35,0,0,4,31,0.84,43.4,1.89,6.91,3.78,53,319,0.33,28.2,5.88,0
2025-10-10,PVT_CARE_HYD,30,0,1,3,26,0.73,34.9,1.41,7.42,2.37,431,244,0.14,27.3,5.27,0
2025-10-11,PVT_CARE_HYD,36,0,0,6,30,0.56,34.4,1.85,7.0,2.19,138,218,0.46,24.4,6.74,0
2025-10-12,PVT_CARE_HYD,35,0,1,5,29,0.84,42.6,0.96,7.2,2.99,285,236,0.36,24.5,7.04,0
2025-10-13,PVT_CARE_HYD,21,0,0,4,17,0.9,35.7,1.71,7.44,1.29,364,231,0.48,27.5,8.02,0
2025-10-14,PVT_CARE_HYD,38,1,1,5,31,0.68,35.5,1.23,6.95,1.36,103,194,0.34,27.3,6.23,0
2025-10-15,PVT_CARE_HYD,44,1,1,7,35,0.88,35.6,1.03,7.32,2.14,470,285,0.47,24.7,6.27,0
2025-10-16,PVT_CARE_HYD,41,0,0,7,34,0.77,36.5,0.95,7.41,1.04,278,241,0.38,26.8,6.17,0
2025-10-17,PVT_CARE_HYD,31,0,0,5,26,0.78,49.5,0.95,7.03,1.64,121,279,0.48,26.7,6.89,0
2025-10-18,PVT_CARE_HYD,27,0,0,5,22,0.83,30.9,0.51,6.96,0.55,449,267,0.34,26.1,6.4,0
2025-10-19,PVT_CARE_HYD,36,0,1,5,30,0.89,32.2,2.42,7.27,2.42,295,329,0.35,26.6,7.25,0
2025-10-20,PVT_CARE_HYD,37,0,1,5,31,0.74,52.8,2.46,7.2,2.53,137,308,0.1,30.4,7.22,0
2025-10-21,PVT_CARE_HYD,27,0,0,3,24,0.86,14.6,0.53,7.17,2.56,328,296,0.35,26.2,6.53,0
2025-10-22,PVT_CARE_HYD,42,0,1,7,34,0.86,35.6,1.18,7.11,1.39,121,165,0.34,25.5,6.09,0
2025-10-23,PVT_CARE_HYD,35,0,0,6,29,0.67,34.6,1.24,7.2,1.58,186,312,0.09,27.6,5.97,0
2025-10-24,PVT_CARE_HYD,33,0,0,5,28,0.72,26.2,2.5,7.29,1.59,317,320,0.37,27.8,6.75,0
2025-10-25,PVT_CARE_HYD,35,0,1,4,30,0.67,46.6,0.9,6.85,2.6,278,227,0.06,28.8,6.8,0
2025-10-26,PVT_CARE_HYD,37,1,0,6,30,0.8,45.1,0.75,7.28,2.26,125,236,0.53,26.0,6.91,0
2025-10-27,PVT_CARE_HYD,27,0,0,3,24,0.91,19.5,2.47,7.04,3.08,102,299,0.29,24.4,5.66,0
2025-10-28,PVT_CARE_HYD,27,0,0,4,23,0.57,41.2,1.27,7.53,0.91,131,284,0.26,24.0,7.71,0
2025-10-29,PVT_CARE_HYD,37,0,1,6,30,0.8,38.3,2.03,7.13,2.09,106,220,0.37,26.9,7.18,0
2025-10-30,PVT_CARE_HYD,30,0,0,5,25,0.63,44.3,1.52,7.04,1.77,516,305,0.49,24.9,6.36,0
2025-10-31,PVT_CARE_HYD,26,0,0,3,23,0.61,29.8,1.6,7.27,2.52,117,260,0.37,29.2,6.91,0
2025-11-01,PVT_CARE_HYD,43,1,1,7,34,0.75,42.3,1.19,7.17,1.64,229,294,0.26,28.0,7.63,0
2025-11-02,PVT_CARE_HYD,30,0,0,5,25,0.62,40.2,2.26,7.11,1.74,72,270,0.29,27.5,6.57,0
2025-11-03,PVT_CARE_HYD,35,0,0,6,29,0.61,50.7,1.42,7.03,3.2,250,213,0.84,25.0,6.4,0
2025-11-04,PVT_CARE_HYD,40,1,1,5,33,0.66,42.7,1.12,6.98,3.37,102,273,0.56,26.5,7.7,0
2025-11-05,PVT_CARE_HYD,37,0,0,7,30,0.56,44.2,0.63,6.94,0.43,327,296,0.46,25.5,5.92,0
2025-11-06,PVT_CARE_HYD,28,0,0,4,24,0.93,22.8,0.86,7.29,3.16,272,213,0.39,25.5,6.4,0
2025-11-07,PVT_CARE_HYD,43,0,1,5,37,0.67,40.4,0.5,6.92,2.4,149,206,0.29,26.0,8.45,0
2025-11-08,PVT_CARE_HYD,31,0,1,6,24,0.66,24.5,0.98,7.11,0.82,222,296,0.33,24.9,8.51,0
2025-11-09,PVT_CARE_HYD,44,0,1,6,37,0.77,42.1,2.12,7.16,1.97,92,216,0.68,25.6,6.63,0
2025-11-10,PVT_CARE_HYD,31,0,0,4,27,0.72,45.9,0.69,7.32,1.31,202,275,0.26,24.3,6.43,0
2025-11-11,PVT_CARE_HYD,46,0,1,5,40,0.8,33.8,2.41,7.21,1.56,153,284,0.65,24.7,7.62,0
2025-11-12,PVT_CARE_HYD,33,0,0,4,29,0.91,30.7,1.18,7.13,2.28,138,328,0.51,24.5,7.33,0
2025-11-13,PVT_CARE_HYD,32,0,1,6,25,0.92,51.1,1.43,6.95,2.44,248,239,0.27,28.2,7.81,0
2025-11-14,PVT_CARE_HYD,37,0,1,6,30,0.82,23.3,0.83,7.48,1.06,99,319,0.2,28.5,6.4,0
2025-11-15,PVT_CARE_HYD,41,0,1,7,33,0.66,15.0,0.88,7.4,0.64,44,272,0.39,23.0,6.47,0
2025-11-16,PVT_CARE_HYD,40,1,1,7,31,0.56,33.4,2.24,7.4,0.49,387,247,0.44,20.4,7.4,0
2025-11-17,PVT_CARE_HYD,32,0,0,6,26,0.59,55.9,0.98,7.36,3.06,230,214,0.26,23.4,5.89,0
2025-11-18,PVT_CARE_HYD,42,1,1,7,33,0.85,38.5,2.12,7.22,1.3,209,196,0.06,26.7,7.29,0
2025-11-19,PVT_CARE_HYD,34,1,0,4,29,0.51,46.2,1.34,7.09,1.61,266,258,0.33,26.9,6.47,0
2025-11-20,PVT_CARE_HYD,25,0,0,3,22,0.52,43.3,1.02,6.96,2.7,72,279,0.41,25.9,6.42,0
2025-11-21,PVT_CARE_HYD,45,0,0,7,38,0.9,52.3,2.08,7.48,1.88,130,273,0.4,26.9,6.62,0
2025-11-22,PVT_CARE_HYD,41,0,1,5,35,0.68,35.9,0.94,7.33,3.09,104,208,0.49,23.4,5.98,0
2025-11-23,PVT_CARE_HYD,37,1,1,7,28,0.51,47.4,1.84,7.0,0.56,100,270,0.6,25.6,7.41,0
2025-11-24,PVT_CARE_HYD,24,0,0,4,20,0.64,24.6,2.24,7.17,1.21,340,157,0.59,25.3,5.8,0
2025-11-25,PVT_CARE_HYD,26,0,0,4,22,0.94,25.9,2.23,7.55,2.42,268,272,0.3,21.2,6.16,0
2025-11-26,PVT_CARE_HYD,28,0,1,4,23,0.71,51.6,1.6,7.49,1.51,320,250,0.25,25.2,5.7,0
2025-11-27,PVT_CARE_HYD,37,0,1,6,30,0.63,50.7,2.39,7.65,3.25,120,168,0.41,24.1,6.25,0
2025-11-28,PVT_CARE_HYD,31,0,0,5,26,0.85,25.7,2.03,7.26,1.91,409,277,0.28,23.5,6.57,0
2025-11-29,PVT_CARE_HYD,35,1,1,5,28,0.68,42.1,1.04,7.23,2.14,362,293,0.34,26.9,7.52,0
2025-11-30,PVT_CARE_HYD,36,0,0,5,31,0.62,40.8,1.35,7.07,1.29,409,261,0.63,24.4,7.33,0
2025-12-01,PVT_CARE_HYD,33,0,1,4,28,0.66,30.7,2.14,7.09,1.75,187,316,0.23,23.6,7.68,0
2025-12-02,PVT_CARE_HYD,32,0,0,4,28,0.91,12.1,1.01,7.16,3.67,232,250,0.34,23.5,7.99,0
2025-12-03,PVT_CARE_HYD,42,1,1,5,35,0.88,37.7,2.01,7.48,3.21,184,320,0.42,26.1,6.47,0
2025-12-04,PVT_CARE_HYD,42,1,1,5,35,0.78,35.4,1.26,6.97,2.1,182,255,0.77,24.5,5.86,0
2025-12-05,PVT_CARE_HYD,36,0,1,5,30,0.92,26.6,1.73,6.92,1.44,236,208,0.58,29.2,5.58,0
2025-12-06,PVT_CARE_HYD,31,0,0,5,26,0.87,37.5,0.69,7.2,2.54,246,216,0.21,27.5,5.55,0
2025-12-07,PVT_CARE_HYD,37,1,1,4,31,0.59,42.6,0.95,6.97,2.15,169,272,0.5,27.8,6.03,0
2025-12-08,PVT_CARE_HYD,31,0,0,4,27,0.52,39.4,1.48,7.24,2.05,165,238,0.27,27.6,5.03,0
2025-12-09,PVT_CARE_HYD,36,1,0,4,31,0.81,22.6,1.81,7.05,2.64,188,228,0.4,28.0,6.24,0
2025-12-10,PVT_CARE_HYD,31,0,1,5,25,0.63,35.2,0.96,7.3,1.34,148,294,0.45,27.9,6.23,0
2025-12-11,PVT_CARE_HYD,35,0,1,6,28,0.59,17.5,2.25,7.48,1.63,146,273,0.46,24.0,5.86,0
2025-12-12,PVT_CARE_HYD,34,0,0,6,28,0.9,46.9,1.27,7.3,1.74,489,161,0.26,24.1,5.76,0
2025-12-13,PVT_CARE_HYD,24,0,0,3,21,0.89,35.9,1.93,6.99,1.21,24,199,0.31,28.7,6.75,0
2025-12-14,PVT_CARE_HYD,38,1,1,4,32,0.75,25.2,1.44,7.15,1.25,298,277,0.43,23.0,7.87,0
2025-12-15,PVT_CARE_HYD,42,0,1,6,35,0.94,46.6,0.73,7.21,1.82,296,206,0.64,26.1,6.44,0
2025-12-16,PVT_CARE_HYD,30,0,0,4,26,0.88,39.1,0.91,7.31,1.69,269,379,0.35,22.7,6.75,0
2025-12-17,PVT_CARE_HYD,35,0,1,4,30,0.57,20.2,1.73,7.2,3.82,212,206,0.22,24.8,6.04,0
2025-12-18,PVT_CARE_HYD,25,0,0,4,21,0.8,34.9,1.48,7.41,1.66,114,220,0.55,26.2,7.29,0
2025-12-19,PVT_CARE_HYD,20,0,0,3,17,0.53,19.6,2.11,7.44,2.9,206,213,0.32,25.9,6.88,0
2025-12-20,PVT_CARE_HYD,34,1,1,4,28,0.92,48.4,2.1,6.97,0.05,388,192,0.28,24.1,6.53,0
2025-12-21,PVT_CARE_HYD,37,0,1,4,32,0.7,31.2,2.22,7.31,2.92,170,335,0.44,22.3,5.95,0
2025-12-22,PVT_CARE_HYD,43,0,0,5,38,0.79,35.3,1.27,7.24,2.35,251,221,0.43,25.5,7.43,0
2025-12-23,PVT_CARE_HYD,33,0,0,5,28,0.69,32.0,1.27,6.82,2.66,230,182,0.24,29.4,6.18,0
2025-12-24,PVT_CARE_HYD,35,0,1,6,28,0.91,14.8,1.74,7.39,2.57,128,204,0.31,25.9,6.43,0
2025-12-25,PVT_CARE_HYD,38,0,1,6,31,0.53,17.3,0.9,6.92,1.33,319,221,0.63,30.2,6.12,0
2025-12-26,PVT_CARE_HYD,35,0,0,4,31,0.6,31.7,1.58,7.16,0.8,269,217,0.55,26.3,6.97,0
2025-12-27,PVT_CARE_HYD,30,0,0,4,26,0.58,44.9,1.33,7.42,1.54,196,239,0.41,25.6,5.7,0
2025-12-28,PVT_CARE_HYD,38,0,1,6,31,0.58,22.3,1.71,7.64,1.79,141,183,0.17,23.6,6.86,0
2025-12-29,PVT_CARE_HYD,44,1,1,8,34,0.5,52.5,2.49,7.56,1.18,454,171,0.49,24.3,6.34,0
2025-12-30,PVT_CARE_HYD,40,1,1,7,31,0.78,35.7,1.77,7.09,1.4,330,186,0.44,24.1,6.03,0
2025-12-31,PVT_CARE_HYD,38,0,1,7,30,0.51,42.9,2.34,7.42,1.98,331,320,0.46,24.1,7.09,0
2026-01-01,PVT_CARE_HYD,39,0,0,7,32,0.51,35.6,2.07,7.06,4.24,98,234,0.39,24.8,5.92,0
2026-01-02,PVT_CARE_HYD,40,1,1,5,33,0.8,44.4,1.97,7.13,2.51,120,221,0.5,30.0,6.09,0
2026-01-03,PVT_CARE_HYD,33,0,0,4,29,0.66,53.2,2.11,6.93,2.04,132,290,0.52,23.0,7.09,0
2026-01-04,PVT_CARE_HYD,36,0,0,6,30,0.72,43.6,1.75,7.38,0.86,203,244,0.7,24.4,5.74,0
2026-01-05,PVT_CARE_HYD,39,1,1,7,30,0.8,21.5,2.3,6.99,3.38,248,325,0.69,23.8,7.07,0
2026-01-06,PVT_CARE_HYD,36,0,1,6,29,0.84,33.8,0.93,7.33,2.7,320,268,0.4,26.6,7.78,0
2026-01-07,PVT_CARE_HYD,31,0,1,5,25,0.58,39.0,1.11,7.74,2.06,16,332,0.27,30.4,6.08,0
2026-01-08,PVT_CARE_HYD,35,0,0,5,30,0.93,10.1,2.28,7.15,1.09,283,252,0.47,24.2,6.39,0
2026-01-09,PVT_CARE_HYD,42,1,1,6,34,0.83,39.7,0.7,7.46,0.75,200,235,0.34,25.2,5.94,0
2026-01-10,PVT_CARE_HYD,27,0,0,3,24,0.63,44.2,1.5,6.9,2.71,352,302,0.35,28.3,4.8,0
2026-01-11,PVT_CARE_HYD,29,0,0,5,24,0.65,18.5,1.35,7.53,2.37,167,267,0.46,25.3,5.82,0
2026-01-12,PVT_CARE_HYD,36,0,1,4,31,0.57,34.6,1.19,7.57,1.0,319,223,0.75,24.1,6.0,0
2026-01-13,PVT_CARE_HYD,29,0,0,5,24,0.58,36.8,2.27,7.34,0.14,236,332,0.45,23.7,8.01,0
2026-01-14,PVT_CARE_HYD,33,0,1,5,27,0.54,58.1,1.8,7.02,1.44,324,269,0.24,25.8,6.39,0
2026-01-15,PVT_CARE_HYD,40,0,0,5,35,0.89,40.3,0.94,7.44,2.55,251,291,0.56,28.7,6.72,0
2026-01-16,PVT_CARE_HYD,36,0,1,6,29,0.62,37.1,1.09,7.23,1.72,355,247,0.38,23.0,6.78,0
2026-01-17,PVT_CARE_HYD,38,0,1,7,30,0.58,54.4,2.4,7.17,3.02,336,369,0.49,26.6,4.66,0
2026-01-18,PVT_CARE_HYD,33,0,0,5,28,0.79,36.8,1.91,6.83,1.47,198,297,0.27,27.1,6.43,0
2026-01-19,PVT_CARE_HYD,35,0,0,5,30,0.69,43.7,0.85,7.23,2.72,69,223,0.61,24.6,5.96,0
2026-01-20,PVT_CARE_HYD,22,0,0,4,18,0.62,59.4,0.81,7.1,2.81,86,207,0.44,29.3,4.66,0
2026-01-21,PVT_CARE_HYD,36,0,0,7,29,0.86,40.1,2.41,7.17,1.51,196,300,0.27,24.4,6.89,0
2026-01-22,PVT_CARE_HYD,24,0,0,4,20,0.5,31.2,1.57,7.19,0.68,66,241,0.69,26.2,5.85,0
2026-01-23,PVT_CARE_HYD,31,0,0,5,26,0.94,36.4,1.22,7.23,2.79,246,191,0.33,27.6,7.22,0
2026-01-24,PVT_CARE_HYD,42,1,1,7,33,0.5,54.5,1.77,7.35,1.03,108,303,0.49,26.3,5.48,0
2026-01-25,PVT_CARE_HYD,35,0,1,4,30,0.92,30.6,2.49,7.67,1.93,135,240,0.37,27.6,6.51,0
2026-01-26,PVT_CARE_HYD,34,0,1,4,29,0.88,35.4,1.64,7.22,3.92,152,229,0.48,29.2,6.02,0
2026-01-27,PVT_CARE_HYD,30,0,0,3,27,0.79,45.8,1.64,7.1,4.96,129,234,0.39,26.3,7.86,0
2026-01-28,PVT_CARE_HYD,30,0,0,5,25,0.82,38.4,1.18,7.19,0.39,125,274,0.77,26.5,7.69,0
2026-01-29,PVT_CARE_HYD,36,0,1,5,30,0.85,39.9,1.62,7.33,2.31,133,269,0.0,26.3,6.64,0
2026-01-30,PVT_CARE_HYD,28,0,0,5,23,0.73,21.8,2.36,7.11,2.42,328,262,0.52,25.4,6.6,0
2026-01-31,PVT_CARE_HYD,46,1,0,7,38,0.66,37.2,0.6,7.4,2.64,51,297,0.83,26.0,6.2,0
2026-02-01,PVT_CARE_HYD,34,0,1,5,28,0.54,33.8,1.63,6.91,2.51,335,217,0.41,21.3,6.21,0
2026-02-02,PVT_CARE_HYD,40,0,1,5,34,0.71,50.8,0.59,7.01,1.91,154,324,0.36,24.8,7.76,0
2026-02-03,PVT_CARE_HYD,34,0,0,5,29,0.55,43.5,2.44,7.38,1.21,205,196,0.39,26.9,5.92,0
2026-02-04,PVT_CARE_HYD,26,0,0,3,23,0.61,43.9,1.65,7.42,0.31,74,277,0.5,26.5,7.12,0
2026-02-05,PVT_CARE_HYD,40,1,1,5,33,0.55,30.3,0.54,7.05,1.43,214,246,0.46,27.5,6.78,0
2026-02-06,PVT_CARE_HYD,54,1,1,7,45,0.68,32.8,1.45,6.92,2.57,275,346,0.5,26.2,6.15,0
2026-02-07,PVT_CARE_HYD,37,1,0,4,32,0.9,15.4,1.08,6.84,2.19,217,304,0.12,25.4,5.84,0
2026-02-08,PVT_CARE_HYD,28,0,0,3,25,0.62,36.8,1.21,7.07,1.66,123,318,0.2,25.0,6.07,0
2026-02-09,PVT_CARE_HYD,43,1,1,7,34,0.75,46.6,0.75,7.12,2.4,169,280,0.66,28.0,5.52,0
2026-02-10,PVT_CARE_HYD,25,0,0,4,21,0.87,37.4,1.47,7.02,1.4,412,278,0.44,26.3,5.44,0
2026-02-11,PVT_CARE_HYD,34,0,0,4,30,0.58,32.0,0.79,7.17,1.26,198,252,0.22,24.4,6.3,0
2026-02-12,PVT_CARE_HYD,43,0,1,8,34,0.92,39.6,0.87,7.23,1.21,270,270,0.56,25.5,7.07,0
2026-02-13,PVT_CARE_HYD,31,0,0,4,27,0.77,26.2,1.13,7.03,1.28,186,201,0.61,25.8,6.35,0
2026-02-14,PVT_CARE_HYD,38,0,1,5,32,0.75,36.8,1.89,7.39,1.76,3,258,0.2,26.0,6.7,0
2026-02-15,PVT_CARE_HYD,34,1,1,6,26,0.51,41.1,1.04,7.44,0.11,183,228,0.62,23.5,8.03,0
2026-02-16,PVT_CARE_HYD,44,1,1,8,34,0.52,41.5,1.17,7.32,0.9,152,309,0.47,26.5,7.78,0
2026-02-17,PVT_CARE_HYD,32,0,0,5,27,0.91,54.6,1.5,7.2,2.36,46,254,0.37,27.1,4.17,0
2026-02-18,PVT_CARE_HYD,32,0,0,5,27,0.76,50.4,1.09,7.07,0.65,7,258,0.42,28.7,6.25,0
2025-08-23,PVT_SIR_GANGA_RAM,25,1,1,6,17,0.54,38.2,1.32,7.1,2.52,276,290,0.56,27.4,5.37,0
2025-08-24,PVT_SIR_GANGA_RAM,30,0,1,7,22,0.88,49.0,0.67,7.22,4.83,163,284,0.23,25.3,6.24,0
2025-08-25,PVT_SIR_GANGA_RAM,28,1,1,8,18,0.89,48.6,0.54,7.14,0.78,351,283,0.53,23.5,8.23,0
2025-08-26,PVT_SIR_GANGA_RAM,23,0,1,5,17,0.86,38.9,0.95,7.44,3.72,143,303,0.14,25.1,6.42,0
2025-08-27,PVT_SIR_GANGA_RAM,21,0,0,5,16,0.83,37.8,0.59,7.01,1.18,466,266,0.19,24.1,6.02,0
2025-08-28,PVT_SIR_GANGA_RAM,23,0,1,6,16,0.73,28.6,0.72,7.2,2.64,123,223,0.53,26.8,4.78,0
2025-08-29,PVT_SIR_GANGA_RAM,20,0,0,3,17,0.62,33.9,1.22,6.85,5.58,133,282,0.27,27.1,4.95,0
2025-08-30,PVT_SIR_GANGA_RAM,23,0,0,6,17,0.64,47.9,1.29,7.04,3.68,247,327,0.54,30.3,5.13,0
2025-08-31,PVT_SIR_GANGA_RAM,21,0,0,5,16,0.67,42.1,1.62,7.17,4.55,230,311,0.57,23.2,7.18,0
2025-09-01,PVT_SIR_GANGA_RAM,30,1,1,8,20,0.78,34.3,0.56,7.12,3.09,248,207,0.29,27.7,6.41,0
2025-09-02,PVT_SIR_GANGA_RAM,21,0,1,4,16,0.71,44.1,2.16,7.12,1.17,309,229,0.4,27.4,7.67,0
2025-09-03,PVT_SIR_GANGA_RAM,18,0,0,3,15,0.67,33.7,1.49,7.12,3.16,403,244,0.07,22.7,8.24,0
2025-09-04,PVT_SIR_GANGA_RAM,27,0,1,6,20,0.67,49.7,1.7,7.5,4.24,195,311,0.49,23.5,5.03,0
2025-09-05,PVT_SIR_GANGA_RAM,32,0,1,8,23,0.74,44.4,0.6,6.96,1.45,279,261,0.58,22.5,6.05,0
2025-09-06,PVT_SIR_GANGA_RAM,17,0,0,3,14,0.68,38.3,1.78,6.72,3.05,16,260,0.2,30.0,5.82,0
2025-09-07,PVT_SIR_GANGA_RAM,32,1,1,9,21,0.72,38.4,1.81,7.23,2.8,80,181,0.47,23.6,7.05,0
2025-09-08,PVT_SIR_GANGA_RAM,24,0,1,6,17,0.63,28.4,0.55,6.9,0.79,335,273,0.5,25.0,6.8,0
2025-09-09,PVT_SIR_GANGA_RAM,30,0,1,5,24,0.59,37.3,0.79,6.96,5.21,408,242,0.22,24.5,6.17,0
2025-09-10,PVT_SIR_GANGA_RAM,23,0,0,6,17,0.85,33.6,0.91,6.94,4.69,526,302,0.8,28.1,7.34,0
2025-09-11,PVT_SIR_GANGA_RAM,23,0,1,4,18,0.55,32.1,2.0,6.98,3.76,173,354,0.32,26.4,5.48,0
2025-09-12,PVT_SIR_GANGA_RAM,26,0,0,5,21,0.69,40.7,1.24,7.69,2.87,5,282,0.38,27.0,6.1,0
2025-09-13,PVT_SIR_GANGA_RAM,31,0,1,5,25,0.9,12.7,1.04,6.97,5.63,0,273,0.7,24.5,6.69,0
2025-09-14,PVT_SIR_GANGA_RAM,18,0,0,3,15,0.76,37.4,2.24,7.26,3.7,391,255,0.39,23.5,7.56,0
2025-09-15,PVT_SIR_GANGA_RAM,18,0,0,3,15,0.81,20.7,1.2,7.45,3.25,167,221,0.48,23.3,5.46,0
2025-09-16,PVT_SIR_GANGA_RAM,25,0,0,7,18,0.8,29.2,0.59,7.33,2.43,64,163,0.4,23.2,6.76,0
